Garment,Split,Normalised Coverage,Max IoU,Colour
Trousers,Train,0.9998298698024854,0.9572836801752465,"[201, 255, 255]"
Trousers,Train,0.5680144559904071,0.5366568914956011,"[107, 103, 98]"
Trousers,Train,0.498087793194557,0.5017084282460137,"[151, 190, 162]"
Trousers,Train,0.478612433017501,0.48802190280629704,"[167, 178, 147]"
Trousers,Train,0.4433339782160643,0.44525547445255476,"[172, 192, 192]"
Trousers,Train,0.9994261536100238,0.9535304767652384,"[59, 55, 58]"
Trousers,Train,0.46418793333614033,0.4561290322580645,"[171, 183, 151]"
Trousers,Train,0.4062060540903764,0.4079861111111111,"[116, 65, 143]"
Trousers,Train,0.9995145480294746,0.9640427599611273,"[117, 109, 109]"
Trousers,Train,1.0,0.9518518518518518,"[255, 188, 255]"
Trousers,Train,0.49294813410247923,0.49044585987261147,"[104, 255, 250]"
Trousers,Train,0.5332548023321153,0.5320648343904157,"[253, 251, 252]"
Trousers,Train,1.0,0.9826489300173511,"[107, 71, 187]"
Trousers,Train,0.5039712079395497,0.4865794907088782,"[156, 141, 151]"
Trousers,Train,0.9994654790709927,0.9715817694369974,"[229, 171, 228]"
Trousers,Train,0.5576303872418873,0.5327433628318584,"[112, 108, 103]"
Trousers,Train,0.6273024371929029,0.5947456679709335,"[179, 200, 200]"
Trousers,Train,0.5949757647732336,0.6011994002998501,"[250, 214, 240]"
Trousers,Train,0.727995691402297,0.6038592508513053,"[192, 194, 186]"
Trousers,Train,0.600532100408668,0.586046511627907,"[255, 81, 206]"
Trousers,Train,0.4302365858534803,0.42340686274509803,"[51, 47, 50]"
Trousers,Train,0.9998583426110741,0.972432804962095,"[196, 134, 218]"
Trousers,Train,0.4411107003445773,0.41487603305785126,"[253, 149, 127]"
Trousers,Train,0.6062699680408602,0.5973793924955331,"[237, 254, 237]"
Trousers,Train,0.9996102545333372,0.9587628865979382,"[255, 164, 139]"
Trousers,Train,0.9999174646418411,0.9694100509832484,"[255, 255, 253]"
Trousers,Train,0.5037109483276367,0.48696383515559294,"[67, 21, 83]"
Trousers,Train,0.493978671332106,0.47281612706169823,"[241, 238, 239]"
Trousers,Train,0.5792292676776667,0.5508021390374331,"[138, 124, 140]"
Trousers,Train,0.45505426150754347,0.45454545454545453,"[244, 170, 252]"
Trousers,Train,0.44426109512342465,0.43149946062567424,"[214, 160, 214]"
Trousers,Train,0.998346051868984,0.9535573122529645,"[96, 95, 95]"
Trousers,Train,1.0,0.9738260200153964,"[255, 255, 101]"
Trousers,Train,1.0,0.9407281964436918,"[163, 128, 164]"
Trousers,Train,0.5788271438146548,0.5761670761670762,"[144, 159, 186]"
Trousers,Train,0.999657240114275,0.9788972089857045,"[185, 198, 164]"
Trousers,Train,0.9996757155661117,0.974025974025974,"[166, 151, 161]"
Trousers,Train,0.4810840593257975,0.425065274151436,"[215, 118, 102]"
Trousers,Train,1.0,0.9837078651685394,"[121, 255, 255]"
Trousers,Train,0.5466336645447188,0.543223647518126,"[181, 255, 236]"
Trousers,Train,0.5431069020583671,0.5215686274509804,"[180, 202, 202]"
Trousers,Train,0.5805100052765537,0.564217610768368,"[115, 251, 255]"
Trousers,Train,0.5551749630970013,0.518109269490485,"[55, 50, 53]"
Trousers,Train,0.515870303554274,0.4826283987915408,"[249, 203, 253]"
Trousers,Train,0.9986744833296065,0.9521791767554479,"[59, 55, 58]"
Trousers,Train,0.7053071747720046,0.6326409495548961,"[254, 253, 253]"
Trousers,Train,1.0,0.975355969331873,"[181, 83, 150]"
Trousers,Train,0.9970185371456355,0.9770408163265306,"[188, 158, 147]"
Trousers,Train,0.9998636111593301,0.9524128686327078,"[185, 198, 164]"
Trousers,Train,0.4591693952720339,0.4287425149700599,"[190, 191, 184]"
Trousers,Train,1.0,0.9626373626373627,"[201, 255, 255]"
Trousers,Train,0.5515267147934113,0.511340206185567,"[158, 143, 154]"
Trousers,Train,0.9997461014100004,0.9745850622406639,"[228, 126, 109]"
Trousers,Train,1.0,0.9680851063829787,"[219, 255, 252]"
Trousers,Train,0.5446610572594409,0.5043712172158709,"[254, 252, 139]"
Trousers,Train,1.0,0.9601476014760147,"[255, 217, 255]"
Trousers,Train,1.0,0.9656675749318802,"[228, 196, 255]"
Trousers,Train,0.3655652252765993,0.3779585798816568,"[252, 232, 213]"
Trousers,Train,0.525057360181342,0.4857142857142857,"[233, 219, 200]"
Trousers,Train,0.5706647503430845,0.5318237454100367,"[249, 246, 230]"
Trousers,Train,0.4622068483288772,0.46102075154234434,"[170, 190, 190]"
Trousers,Train,0.7031160094165505,0.6063829787234043,"[178, 191, 157]"
Trousers,Train,1.0,0.9553420011305822,"[126, 71, 155]"
Trousers,Train,0.9996733052040194,0.9752577319587629,"[196, 134, 218]"
Trousers,Train,1.0,0.9832078749276202,"[107, 71, 186]"
Trousers,Train,0.7049784037632884,0.4828797190517998,"[91, 90, 90]"
Trousers,Train,1.0,0.966931216931217,"[255, 255, 152]"
Trousers,Train,0.564327426411122,0.5291916167664671,"[251, 216, 241]"
Trousers,Train,0.9999290701969207,0.9545208446128858,"[255, 164, 139]"
Trousers,Train,1.0,0.9684507042253521,"[255, 243, 255]"
Trousers,Train,0.4420292027424474,0.437066974595843,"[117, 66, 144]"
Trousers,Train,0.5160185727182871,0.49382716049382713,"[175, 196, 196]"
Trousers,Train,1.0,0.96,"[255, 255, 255]"
Trousers,Train,0.5780274909771206,0.541970802919708,"[144, 159, 186]"
Trousers,Train,0.42250102197073186,0.4340057636887608,"[114, 64, 141]"
Trousers,Train,0.43328052190751,0.42896627971254836,"[205, 176, 241]"
Trousers,Train,1.0,0.9630512514898689,"[250, 255, 251]"
Trousers,Train,0.7340864212522853,0.6924219910846954,"[203, 127, 255]"
Trousers,Train,0.6129076232478269,0.21375186846038863,"[178, 111, 247]"
Trousers,Train,0.9991206857586384,0.9802186361270172,"[228, 126, 109]"
Trousers,Train,1.0,0.9849119865884325,"[73, 24, 91]"
Trousers,Train,0.5212016363289171,0.49633699633699635,"[254, 251, 254]"
Trousers,Train,0.3760394709367024,0.37971175166297116,"[214, 183, 251]"
Trousers,Train,1.0,0.9571583514099783,"[181, 83, 150]"
Trousers,Train,0.673788304202476,0.2539964476021314,"[119, 168, 171]"
Trousers,Train,0.5178759983026983,0.5126396237507349,"[99, 62, 68]"
Trousers,Train,0.9990064472676956,0.9772863120143455,"[250, 255, 251]"
Trousers,Train,0.6364341315306455,0.6025288620120945,"[201, 198, 254]"
Trousers,Train,0.9991085050120331,0.9595567867036011,"[190, 213, 213]"
Trousers,Train,0.9998526158136444,0.972530683810637,"[255, 255, 230]"
Trousers,Train,0.6791081695051074,0.6764922623434045,"[208, 130, 255]"
Trousers,Train,0.9991942264417661,0.9419014084507042,"[204, 206, 198]"
Trousers,Train,1.0,0.9692154915590864,"[96, 95, 95]"
Trousers,Train,0.5152327500980621,0.4930264993026499,"[241, 223, 176]"
Trousers,Train,0.6111669184112247,0.6338797814207651,"[175, 187, 155]"
Trousers,Train,0.4767177311932588,0.4811946902654867,"[206, 177, 243]"
Trousers,Train,1.0,0.979702300405954,"[185, 198, 163]"
Trousers,Train,0.5124687202518012,0.528892455858748,"[169, 255, 249]"
Trousers,Train,1.0,0.9569832402234637,"[157, 198, 168]"
Trousers,Train,0.9989368978040642,0.9522760646108663,"[255, 227, 254]"
Trousers,Train,0.9998001633163607,0.9924585218702866,"[255, 187, 255]"
Trousers,Train,0.5192110482572188,0.5030203185063152,"[210, 207, 216]"
Trousers,Train,0.8397716279903024,0.580327868852459,"[230, 223, 224]"
Trousers,Train,0.5486236612692607,0.511768661735037,"[158, 143, 153]"
Trousers,Train,0.6769515966848807,0.6666666666666666,"[255, 255, 241]"
Trousers,Train,1.0,0.9701327433628318,"[201, 255, 255]"
Trousers,Train,0.9992153641183915,0.9722901385493072,"[253, 255, 255]"
Trousers,Train,0.998368708032919,0.9514457174031642,"[255, 240, 219]"
Trousers,Train,1.0,0.9554234769687965,"[255, 188, 255]"
Trousers,Train,0.5385886693524538,0.5273279352226721,"[225, 231, 218]"
Trousers,Train,0.5218835187699367,0.5187376725838264,"[107, 99, 99]"
Trousers,Train,0.43763306722509426,0.43980848153214774,"[175, 188, 155]"
Trousers,Train,0.46061911234312486,0.4604409857328145,"[170, 182, 151]"
Trousers,Train,0.4619514213507999,0.4407612031921424,"[249, 246, 229]"
Trousers,Train,0.5349897550207282,0.5299506694855532,"[251, 249, 250]"
Trousers,Train,0.44934043294211007,0.4286581663630844,"[224, 242, 224]"
Trousers,Train,0.6957792403132782,0.6444814198557959,"[189, 255, 245]"
Trousers,Train,0.5042402057764622,0.5069686411149826,"[55, 255, 91]"
Trousers,Train,0.9988724037430314,0.9759615384615384,"[78, 80, 160]"
Trousers,Train,0.523157791682899,0.5155502392344498,"[224, 212, 216]"
Trousers,Train,0.5412334953166579,0.5381330079316656,"[255, 251, 254]"
Trousers,Train,0.997544692710861,0.9586656997824511,"[255, 255, 253]"
Trousers,Train,0.47667266440995526,0.49052312357846856,"[223, 223, 254]"
Trousers,Train,0.9992803630276531,0.972504482964734,"[204, 206, 198]"
Trousers,Train,0.9983237129088374,0.9348314606741573,"[255, 255, 102]"
Trousers,Train,0.4995092485683344,0.5057540884312538,"[254, 246, 252]"
Trousers,Train,0.9992812999274876,0.9594694178334562,"[255, 227, 254]"
Trousers,Train,0.9992819440464987,0.9748538011695906,"[104, 65, 71]"
Trousers,Train,0.54423108182834,0.4617737003058104,"[146, 46, 82]"
Trousers,Train,1.0,0.9544603867747973,"[115, 255, 255]"
Trousers,Val,0.4386712305238903,0.43284493284493286,"[255, 251, 254]"
Trousers,Val,0.9971644255190446,0.944121915820029,"[102, 99, 102]"
Trousers,Val,1.0,0.9441565918249856,"[255, 255, 230]"
Trousers,Val,0.6823392698560092,0.28225806451612906,"[173, 255, 254]"
Trousers,Val,1.0,0.9461358313817331,"[76, 255, 107]"
Trousers,Val,0.6498362595114356,0.6313333333333333,"[205, 189, 124]"
Trousers,Val,0.4803149654914854,0.48484848484848486,"[224, 230, 218]"
Trousers,Val,0.5070263074868216,0.5067369654364382,"[96, 60, 65]"
Trousers,Val,0.5407053791558627,0.4956772334293948,"[97, 61, 66]"
Trousers,Val,1.0,0.9418604651162791,"[212, 133, 255]"
Trousers,Eval,0.4386755654956671,0.43284493284493286,"[255, 251, 254]"
Trousers,Eval,0.9970195798210958,0.9455732946298984,"[102, 99, 102]"
Trousers,Eval,1.0,0.9441565918249856,"[255, 255, 230]"
Trousers,Eval,0.6824262059967583,0.28225806451612906,"[173, 255, 254]"
Trousers,Eval,1.0,0.9461673493270919,"[76, 255, 107]"
Trousers,Eval,0.6503899403751968,0.6317545030020013,"[205, 188, 124]"
Trousers,Eval,0.48036539706405523,0.48484848484848486,"[225, 231, 219]"
Trousers,Eval,0.5070430673258047,0.5067369654364382,"[95, 60, 65]"
Trousers,Eval,0.5407600118378463,0.4956772334293948,"[97, 61, 66]"
Trousers,Eval,1.0,0.9418604651162791,"[212, 133, 255]"
Trousers,Eval,0.9991670174613003,0.9615160349854227,"[104, 65, 71]"
Trousers,Eval,0.5594630997445714,0.5522807017543859,"[254, 253, 253]"
Trousers,Eval,0.5749759457828543,0.5651658767772512,"[185, 174, 173]"
Trousers,Eval,0.6207333214711294,0.29016120066703727,"[188, 213, 205]"
Trousers,Eval,0.6099641454138784,0.6011777301927195,"[218, 163, 218]"
Trousers,Eval,0.7679004986570943,0.6898364485981309,"[242, 255, 242]"
Trousers,Eval,0.56110556490826,0.564659977703456,"[188, 255, 244]"
Trousers,Eval,0.532498197134018,0.5251330573625074,"[109, 104, 100]"
Trousers,Eval,0.5732748627872714,0.542572463768116,"[83, 77, 33]"
Trousers,Eval,0.4597050558995299,0.45406626506024095,"[247, 212, 238]"
Trousers,Eval,0.48251838738134906,0.47278911564625853,"[145, 182, 155]"
Trousers,Eval,1.0,0.973919523099851,"[238, 230, 231]"
Trousers,Eval,0.6043209423426571,0.5899122807017544,"[217, 214, 223]"
Trousers,Eval,0.7466416912457197,0.6475270039795338,"[235, 223, 227]"
Trousers,Eval,0.5257303241293657,0.5328317373461012,"[168, 180, 148]"
Trousers,Eval,0.9991616104231609,0.940625,"[221, 255, 255]"
Trousers,Eval,0.5235077019683928,0.4948328267477204,"[250, 248, 249]"
Trousers,Eval,0.9999887434352119,0.9525205158264948,"[219, 254, 251]"
Trousers,Eval,0.6663383935860914,0.6162790697674418,"[108, 101, 101]"
Trousers,Eval,0.9998032291842802,0.9566955363091273,"[212, 255, 240]"
Skirt,Train,0.69680803453604,0.6812881732370905,"[253, 240, 255]"
Skirt,Train,0.5957573425817368,0.2963813900057438,"[75, 59, 65]"
Skirt,Train,0.5726770870969387,0.5448057097541633,"[145, 184, 138]"
Skirt,Train,0.6018483335082981,0.5643170051772203,"[146, 184, 138]"
Skirt,Train,0.4617761163811512,0.4738355376653249,"[79, 62, 68]"
Skirt,Train,0.9906113224238924,0.9730799683293745,"[20, 20, 18]"
Skirt,Train,0.5067143684733842,0.49645390070921985,"[226, 250, 241]"
Skirt,Train,0.552040860888171,0.45918832649338803,"[217, 203, 222]"
Skirt,Train,0.6039419720876851,0.6129956999522217,"[255, 254, 235]"
Skirt,Train,0.4265157673764214,0.29375,"[131, 149, 86]"
Skirt,Train,0.5116504847424439,0.4639081848384174,"[184, 194, 189]"
Skirt,Train,0.5223530378788944,0.5209150326797386,"[255, 199, 255]"
Skirt,Train,0.4509864648790691,0.4248662000823384,"[222, 175, 248]"
Skirt,Train,0.46494713917155484,0.451042076287849,"[111, 60, 63]"
Skirt,Train,0.9973238817527739,0.966984126984127,"[35, 40, 46]"
Skirt,Train,0.4706039308198956,0.3146503884572697,"[181, 130, 155]"
Skirt,Train,0.9998295909818082,0.9780594831789371,"[124, 134, 145]"
Skirt,Train,0.4448869428161841,0.40936126196017586,"[105, 77, 57]"
Skirt,Train,1.0,0.9823529411764705,"[156, 149, 112]"
Skirt,Train,0.4452325176902742,0.4203770557561171,"[211, 156, 90]"
Skirt,Train,0.6964723465670147,0.15594059405940594,"[236, 222, 178]"
Skirt,Train,0.6496539259761356,0.6174536760310819,"[225, 209, 142]"
Skirt,Train,0.6438277747626522,0.36689930209371885,"[158, 202, 145]"
Skirt,Train,0.690486122116035,0.6947735191637631,"[75, 97, 130]"
Skirt,Train,0.7202035973242183,0.6771378708551483,"[229, 253, 245]"
Skirt,Train,0.539403940375786,0.5243351731058705,"[148, 190, 136]"
Skirt,Train,0.4867872631001731,0.5014039310068191,"[213, 157, 90]"
Skirt,Train,0.6460624540494035,0.6227308602999211,"[234, 210, 211]"
Skirt,Train,1.0,0.975441023867174,"[255, 255, 238]"
Skirt,Train,0.36400811462866395,0.3399818676337262,"[177, 186, 181]"
Skirt,Train,0.5550950553443995,0.520851818988465,"[240, 255, 254]"
Skirt,Train,1.0,0.9781068898905344,"[255, 213, 255]"
Skirt,Train,0.9981457298734556,0.9645569620253165,"[36, 40, 46]"
Skirt,Train,0.4602650484424057,0.43914473684210525,"[226, 178, 252]"
Skirt,Train,0.4885479754481504,0.47249647390691113,"[70, 90, 122]"
Skirt,Train,0.7689163302245128,0.7581808097615086,"[183, 131, 156]"
Skirt,Train,0.9973823082313624,0.9654929577464789,"[196, 245, 96]"
Skirt,Train,0.3513299307852137,0.3335354760460885,"[181, 190, 185]"
Skirt,Train,0.8401725786828899,0.7441860465116279,"[104, 92, 95]"
Skirt,Train,0.6436071719100014,0.3942969518190757,"[117, 127, 138]"
Skirt,Train,0.7093014226566875,0.692429022082019,"[181, 109, 238]"
Skirt,Train,0.6628476222096803,0.12785191562634524,"[255, 151, 177]"
Skirt,Train,0.5659260973873851,0.4757246376811594,"[137, 95, 129]"
Skirt,Train,0.45974101652235383,0.44093959731543625,"[226, 243, 234]"
Skirt,Train,0.47584697425987715,0.4448742746615087,"[226, 176, 178]"
Skirt,Train,0.7051039519267889,0.5775269872423945,"[113, 123, 133]"
Skirt,Train,0.7336917820654338,0.5140806184428492,"[251, 237, 255]"
Skirt,Train,0.5145195848448864,0.4950806768988587,"[115, 63, 66]"
Skirt,Train,0.622627769191893,0.632201646090535,"[159, 134, 155]"
Skirt,Train,0.6696912244839704,0.39197930142302717,"[229, 179, 181]"
Skirt,Train,0.9975817712669223,0.9845605700712589,"[238, 221, 150]"
Skirt,Train,0.7763334356491144,0.7636967349197565,"[246, 231, 253]"
Skirt,Train,0.5634174899831578,0.5481878088962109,"[237, 187, 255]"
Skirt,Train,1.0,0.9657142857142857,"[242, 188, 191]"
Skirt,Train,0.9936662108345211,0.9706931702344547,"[114, 83, 62]"
Skirt,Train,0.9964590361269526,0.984812529663028,"[255, 255, 244]"
Skirt,Train,0.9994472042748079,0.9791962174940898,"[255, 255, 244]"
Skirt,Train,0.9844938264759587,0.9759903961584634,"[192, 202, 197]"
Skirt,Train,0.9987459975439618,0.9801526717557252,"[165, 140, 161]"
Skirt,Train,0.5273562648431764,0.5218140068886338,"[78, 61, 67]"
Skirt,Train,1.0,0.9788074712643678,"[142, 99, 134]"
Skirt,Train,0.5137662293533087,0.48474855729596045,"[231, 182, 254]"
Skirt,Train,0.5042504867041921,0.48246913580246914,"[218, 205, 165]"
Skirt,Train,0.7897280469199521,0.7705914870093975,"[251, 236, 255]"
Skirt,Train,0.4965928477563646,0.4979652238253792,"[105, 77, 109]"
Skirt,Train,0.6959849021209159,0.6629769880570929,"[185, 194, 189]"
Skirt,Train,1.0,0.9725500960746637,"[144, 130, 146]"
Skirt,Train,0.46872391020745435,0.444794952681388,"[240, 216, 217]"
Skirt,Train,0.6502619932427666,0.5619791666666667,"[228, 227, 163]"
Skirt,Train,0.46137432591146754,0.4433281004709576,"[184, 183, 231]"
Skirt,Train,0.5538300684075327,0.5403957131079967,"[236, 187, 255]"
Skirt,Train,0.6658136667062751,0.6512118018967334,"[182, 110, 240]"
Skirt,Train,0.9998308881852956,0.9695203944419543,"[229, 214, 234]"
Skirt,Train,0.6158976650761204,0.4948905109489051,"[155, 131, 151]"
Skirt,Train,1.0,0.7797487065779749,"[106, 94, 97]"
Skirt,Train,0.5310107730240454,0.5093002657218778,"[254, 117, 255]"
Skirt,Train,1.0,0.7544326241134752,"[103, 91, 94]"
Skirt,Train,0.9979400259275983,0.9653145208700764,"[237, 220, 150]"
Skirt,Train,0.5790763638667562,0.5703971119133574,"[103, 91, 94]"
Skirt,Train,0.5760197716642411,0.5512082853855006,"[79, 62, 68]"
Skirt,Train,0.34991898925718623,0.34187796043466145,"[139, 125, 140]"
Skirt,Train,0.6235646173608108,0.5762790697674418,"[181, 181, 196]"
Skirt,Train,0.9992007441513658,0.9872367581365666,"[36, 40, 46]"
Skirt,Train,1.0,0.9618406285072951,"[84, 66, 72]"
Skirt,Train,0.5258470617978327,0.5128617363344051,"[214, 158, 91]"
Skirt,Train,0.6304274024819229,0.3856697819314642,"[151, 172, 99]"
Skirt,Train,0.5782103710910581,0.5370919881305638,"[228, 215, 172]"
Skirt,Train,1.0,0.9805163175840234,"[123, 134, 145]"
Skirt,Train,1.0,0.9914712153518124,"[231, 70, 177]"
Skirt,Train,0.4121591230195364,0.40879360465116277,"[136, 94, 128]"
Skirt,Train,0.5832621640586583,0.5685149776927979,"[35, 39, 45]"
Skirt,Train,0.6357849874128663,0.4259077526987242,"[255, 255, 254]"
Skirt,Train,0.9968675458374153,0.978702807357212,"[255, 255, 255]"
Skirt,Train,0.9905502607073265,0.9752577319587629,"[191, 115, 251]"
Skirt,Train,0.5568343778992048,0.5243722304283605,"[113, 122, 133]"
Skirt,Train,1.0,0.9782082324455206,"[213, 211, 211]"
Skirt,Train,0.9942546202305952,0.9772639691714836,"[214, 221, 158]"
Skirt,Train,0.3943062369548967,0.371957864148202,"[132, 92, 124]"
Skirt,Train,1.0,0.9771225216065074,"[39, 198, 131]"
Skirt,Train,1.0,0.9642663779101245,"[255, 245, 255]"
Skirt,Train,1.0,0.9881136950904392,"[246, 245, 176]"
Skirt,Train,0.6769694670529712,0.6447368421052632,"[255, 255, 254]"
Skirt,Train,1.0,0.9708290685772774,"[246, 245, 176]"
Skirt,Train,0.7505866294992094,0.1848013816925734,"[77, 60, 66]"
Skirt,Train,0.577631971940794,0.5427375971309025,"[213, 199, 218]"
Skirt,Train,0.4082013120179444,0.39334521687462864,"[206, 191, 130]"
Skirt,Train,0.6574738929939781,0.14063745019920318,"[135, 171, 128]"
Skirt,Train,0.6046257083778613,0.5508505247918929,"[136, 95, 128]"
Skirt,Train,0.9978895117068346,0.968508997429306,"[255, 213, 255]"
Skirt,Train,1.0,0.9882425742574258,"[160, 183, 106]"
Skirt,Train,0.6527512577717849,0.6417624521072797,"[230, 179, 181]"
Skirt,Train,0.5133908378217635,0.45267224726336125,"[33, 37, 42]"
Skirt,Train,0.5903183270959836,0.19925512104283055,"[176, 164, 180]"
Skirt,Train,0.4266147991639072,0.4144789180588703,"[146, 139, 105]"
Skirt,Train,0.793007148890888,0.743746809596733,"[161, 136, 157]"
Skirt,Train,0.47349741584029986,0.465705378020265,"[195, 201, 144]"
Skirt,Train,0.5589164936886526,0.5323846908734053,"[255, 253, 251]"
Skirt,Train,0.7066334452128988,0.687847498014297,"[146, 185, 138]"
Skirt,Train,0.643255772103858,0.6313678299237866,"[19, 19, 17]"
Skirt,Train,0.38507300516841825,0.28414442700156983,"[187, 186, 235]"
Skirt,Train,1.0,0.9594375338020552,"[255, 244, 255]"
Skirt,Train,0.9957024638897666,0.9666666666666667,"[153, 194, 145]"
Skirt,Train,0.5248385104631889,0.4008372579801151,"[185, 112, 244]"
Skirt,Train,0.5880337079906774,0.5752388535031847,"[142, 180, 135]"
Skirt,Train,0.41485068797545066,0.415061295971979,"[247, 253, 217]"
Skirt,Train,0.46927168069985886,0.44793713163064836,"[116, 125, 136]"
Skirt,Train,0.6352624904266572,0.2710843373493976,"[160, 206, 148]"
Skirt,Train,1.0,0.8347622759158223,"[106, 93, 96]"
Skirt,Train,1.0,0.9853128991060025,"[36, 40, 46]"
Skirt,Train,0.9993033976717509,0.9796149490373726,"[84, 66, 72]"
Skirt,Train,0.9911534951311313,0.9716944552151997,"[123, 67, 70]"
Skirt,Train,0.6915421220432725,0.6774839743589743,"[221, 163, 94]"
Skirt,Train,0.6187969162006034,0.5555555555555556,"[219, 204, 224]"
Skirt,Train,0.4789155057369754,0.4716510903426791,"[143, 164, 94]"
Skirt,Train,0.9964275025878608,0.975346687211094,"[214, 221, 158]"
Skirt,Train,0.5949489332936927,0.5872323552735924,"[142, 179, 134]"
Skirt,Train,0.5386067035401065,0.30903790087463556,"[232, 248, 239]"
Skirt,Train,1.0,0.9878716744913928,"[250, 225, 225]"
Skirt,Train,0.5830437906478095,0.5507361719060884,"[147, 141, 106]"
Skirt,Train,1.0,0.9660919540229885,"[248, 255, 255]"
Skirt,Train,0.5750312221880435,0.5576309794988611,"[217, 203, 222]"
Skirt,Train,0.555364506145645,0.5509933774834437,"[255, 119, 255]"
Skirt,Train,1.0,0.9756880733944954,"[191, 190, 207]"
Skirt,Train,0.5803412053572322,0.5564053537284895,"[253, 243, 224]"
Skirt,Train,0.4736215493627528,0.1712564543889845,"[253, 148, 174]"
Skirt,Train,0.4990188672504635,0.5015706806282723,"[181, 109, 238]"
Skirt,Train,0.7126812746365452,0.34308617234468936,"[213, 157, 90]"
Skirt,Train,0.8530664210979714,0.830028328611898,"[224, 67, 171]"
Skirt,Train,0.9908771902358083,0.9788897576231431,"[123, 67, 70]"
Skirt,Train,0.5926566612187492,0.5900954653937948,"[216, 202, 222]"
Skirt,Train,1.0,0.9778578784757982,"[246, 246, 176]"
Skirt,Train,0.47355834035304384,0.46115702479338844,"[229, 181, 254]"
Skirt,Train,0.6837825700483658,0.5243838489774515,"[180, 109, 238]"
Skirt,Train,0.541963828303714,0.5333575054387237,"[139, 97, 130]"
Skirt,Train,0.5802944875900955,0.5665378244064053,"[245, 230, 252]"
Skirt,Train,0.6377418136259699,0.4370240187463386,"[226, 242, 233]"
